Binomial,Range,Genus,Family,Order,AdultBodyMassG,GenerationLengthD,RedListStatus,TrophicLevel
Nectomys rattus,7115323824724.67,Nectomys,Cricetidae,Rodentia,248.8,766.22453,LC,Herbivore
Nectomys squamipes,2344287566790.27,Nectomys,Cricetidae,Rodentia,184.98,766.22453,LC,Insectivore
Nelsonia goldmani,2039572365.09816,Nelsonia,Cricetidae,Rodentia,50,589.3882991,EN,Herbivore
Nelsonia neotomodon,24594317425.455,Nelsonia,Cricetidae,Rodentia,80,589.3882991,NT,Herbivore
Neodon forresti,8416939663.40548,Neodon,Cricetidae,Rodentia,43.09423936,589.3882991,DD,Herbivore
Neodon irene,635022111203.379,Neodon,Cricetidae,Rodentia,46.25861204,589.3882991,LC,Herbivore
Neodon juldaschi,311957621963.789,Neodon,Cricetidae,Rodentia,37.76509979,589.3882991,LC,Herbivore
Neodon sikimensis,159982372786.389,Neodon,Cricetidae,Rodentia,45.25900624,589.3882991,LC,Herbivore
Neofelis nebulosa,1902159797962.39,Neofelis,Felidae,Carnivora,14945.05,2550.887933,VU,Carnivore
Neofiber alleni,119935195619.273,Neofiber,Cricetidae,Rodentia,265.38,766.22453,LC,Herbivore
Neohylomys hainanensis,4593310147.32895,Neohylomys,Erinaceidae,Eulipotyphla,52.21,1202.925238,EN,Omnivore
Neomys anomalus,3282589309075.98,Neomys,Soricidae,Eulipotyphla,13.19,320.8195,LC,Insectivore
Neomys fodiens,13089593865502.4,Neomys,Soricidae,Eulipotyphla,15.26,576.8888,LC,Insectivore
Neomys teres,252150272550.169,Neomys,Soricidae,Eulipotyphla,12.854,448.85415,LC,Insectivore
Neonycteris pusilla,9047871220.66958,Neonycteris,Phyllostomidae,Chiroptera,22.96761263,2064.27635,DD,Omnivore
Neophascogale lorentzii,120447179578.342,Neophascogale,Dasyuridae,Dasyuromorphia,212,886.2761,LC,Insectivore
Neopteryx frosti,6744001058.39847,Neopteryx,Pteropodidae,Chiroptera,239.6283091,2349.856741,EN,Herbivore
Neotetracus sinensis,252081703274.609,Neotetracus,Erinaceidae,Eulipotyphla,49.99,1202.925238,LC,Omnivore
Neotoma albigula,834342107936.341,Neotoma,Cricetidae,Rodentia,208.18,1019.7194,LC,Herbivore
Neotoma angustapalata,3326831737.3739,Neotoma,Cricetidae,Rodentia,198,857.0894875,EN,Herbivore
Neotoma bryanti,271440285325.748,Neotoma,Cricetidae,Rodentia,182,857.0894875,LC,Herbivore
Neotoma chrysomelas,30203596893.3175,Neotoma,Cricetidae,Rodentia,68.73202892,857.0894875,LC,Herbivore
Neotoma cinerea,3608407830246.66,Neotoma,Cricetidae,Rodentia,285.89,857.0894875,LC,Herbivore
Neotoma devia,73683608382.7466,Neotoma,Cricetidae,Rodentia,200,857.0894875,LC,Herbivore
Neotoma floridana,1871086897541.22,Neotoma,Cricetidae,Rodentia,249.16,782.2066,LC,Herbivore
Neotoma fuscipes,171574867049.032,Neotoma,Cricetidae,Rodentia,213.26,857.0894875,LC,Herbivore
Neotoma goldmani,170757259429.445,Neotoma,Cricetidae,Rodentia,198,857.0894875,LC,Herbivore
Neotoma lepida,675863647348.041,Neotoma,Cricetidae,Rodentia,143.88,1221.14745,LC,Herbivore
Neotoma leucodon,1076950802213.91,Neotoma,Cricetidae,Rodentia,215,857.0894875,LC,Herbivore
Neotoma macrotis,160394344734.841,Neotoma,Cricetidae,Rodentia,225.74,857.0894875,LC,Herbivore
Neotoma magister,313436474901.586,Neotoma,Cricetidae,Rodentia,447,857.0894875,NT,Herbivore
Neotoma mexicana,1784429137880.92,Neotoma,Cricetidae,Rodentia,203,857.0894875,LC,Herbivore
Neotoma micropus,1063795713610.18,Neotoma,Cricetidae,Rodentia,255.14,405.2845,LC,Herbivore
Neotoma nelsoni,45827812.1698591,Neotoma,Cricetidae,Rodentia,198,857.0894875,CR,Herbivore
Neotoma palatina,16059980605.4749,Neotoma,Cricetidae,Rodentia,198,857.0894875,VU,Herbivore
Neotoma phenax,42633375134.927,Neotoma,Cricetidae,Rodentia,227.49,857.0894875,NT,Herbivore
Neotoma stephensi,226739185237.888,Neotoma,Cricetidae,Rodentia,149.22,857.0894875,LC,Herbivore
Neotomodon alstoni,27485603594.408,Neotomodon,Cricetidae,Rodentia,44.64,589.3882991,LC,Omnivore
Neotomys ebriosus,688578676857.612,Neotomys,Cricetidae,Rodentia,64.5,589.3882991,LC,Herbivore
Neovison vison,14573784186454,Neovison,Mustelidae,Carnivora,1100,1473.65,LC,Carnivore
Nephelomys albigularis,398224706337.961,Nephelomys,Cricetidae,Rodentia,61.9,589.3882991,LC,Omnivore
Nephelomys auriventer,14415635017.2674,Nephelomys,Cricetidae,Rodentia,60.5005,589.3882991,LC,Omnivore
Nephelomys caracolus,4076967842.54454,Nephelomys,Cricetidae,Rodentia,60.5,589.3882991,LC,Omnivore
Nephelomys devius,9590997683.31372,Nephelomys,Cricetidae,Rodentia,46.25861204,589.3882991,LC,Herbivore
Nephelomys keaysi,67023196926.7794,Nephelomys,Cricetidae,Rodentia,58.295,589.3882991,LC,Omnivore
Nephelomys levipes,157127895791.752,Nephelomys,Cricetidae,Rodentia,60.5005,589.3882991,LC,Omnivore
Nephelomys meridensis,14351082107.4237,Nephelomys,Cricetidae,Rodentia,46.25861204,589.3882991,LC,Omnivore
Nesokia bunnii,41877234735.5179,Nesokia,Muridae,Rodentia,63.85388804,624.3996409,EN,Herbivore
Nesokia indica,3594582011128.17,Nesokia,Muridae,Rodentia,178.08,639.6318318,LC,Herbivore
Nesolagus netscheri,14526035100.7282,Nesolagus,Leporidae,Lagomorpha,1511.67,1104.3199,VU,Herbivore
Nesolagus timminsi,24821830430.1093,Nesolagus,Leporidae,Lagomorpha,1511.67,1104.3199,DD,Herbivore
Nesomys audeberti,90723075736.0455,Nesomys,Nesomyidae,Rodentia,214.04,1064.06475,LC,Omnivore
Nesomys lambertoni,2220494210.03,Nesomys,Nesomyidae,Rodentia,155,1064.06475,EN,Omnivore
Nesomys rufus,106783166148.265,Nesomys,Nesomyidae,Rodentia,163.96,1064.06475,LC,Omnivore
Nesoromys ceramicus,443241013.983783,Nesoromys,Muridae,Rodentia,63.85388804,624.3996409,EN,Omnivore
Nesoryzomys fernandinae,637068720.395422,Nesoryzomys,Cricetidae,Rodentia,32.3,589.3882991,VU,Omnivore
Nesoryzomys narboroughi,637068720.395422,Nesoryzomys,Cricetidae,Rodentia,68.65,589.3882991,VU,Omnivore
Nesoryzomys swarthi,573597457.376185,Nesoryzomys,Cricetidae,Rodentia,105,766.22453,VU,Omnivore
Neurotrichus gibbsii,221364522246.78,Neurotrichus,Talpidae,Eulipotyphla,9.56,759.1857214,LC,Omnivore
Neusticomys ferreirai,683194415.292383,Neusticomys,Cricetidae,Rodentia,42.72,589.3882991,DD,Insectivore
Neusticomys monticolus,65828270575.3009,Neusticomys,Cricetidae,Rodentia,39.5,589.3882991,LC,Insectivore
Neusticomys mussoi,19038667348.2193,Neusticomys,Cricetidae,Rodentia,40,589.3882991,EN,Insectivore
Neusticomys oyapocki,70806778627.5376,Neusticomys,Cricetidae,Rodentia,47,589.3882991,DD,Insectivore
Neusticomys peruviensis,14428878881.6531,Neusticomys,Cricetidae,Rodentia,40,589.3882991,LC,Insectivore
Neusticomys venezuelae,665777629044.968,Neusticomys,Cricetidae,Rodentia,47.1,589.3882991,VU,Insectivore
Ningaui ridei,2252468864366.19,Ningaui,Dasyuridae,Dasyuromorphia,9.42,462.87905,LC,Omnivore
Ningaui timealeyi,250377148348.372,Ningaui,Dasyuridae,Dasyuromorphia,6.37,462.87905,LC,Omnivore
Ningaui yvonneae,308584026464.74,Ningaui,Dasyuridae,Dasyuromorphia,11,462.87905,LC,Insectivore
Niviventer andersoni,188299343518.518,Niviventer,Muridae,Rodentia,147,639.6318318,LC,Omnivore
Niviventer brahma,32329195725.3334,Niviventer,Muridae,Rodentia,97.3,624.3996409,LC,Omnivore
Niviventer cameroni,9974680366.68446,Niviventer,Muridae,Rodentia,89,624.3996409,VU,Omnivore
Niviventer confucianus,3971381007097.05,Niviventer,Muridae,Rodentia,65,624.3996409,LC,Omnivore
Niviventer coninga,28365688025.6242,Niviventer,Muridae,Rodentia,80.65,624.3996409,LC,Omnivore
Niviventer cremoriventer,1248372600570.34,Niviventer,Muridae,Rodentia,71.54,624.3996409,LC,Omnivore
Niviventer culturatus,3736757030.38065,Niviventer,Muridae,Rodentia,81.17,624.3996409,LC,Omnivore
Niviventer eha,183562364311.874,Niviventer,Muridae,Rodentia,53.6,624.3996409,LC,Omnivore
Niviventer excelsior,150624336817.989,Niviventer,Muridae,Rodentia,102,639.6318318,LC,Omnivore
Niviventer fraternus,111954434001.4,Niviventer,Muridae,Rodentia,89,624.3996409,LC,Omnivore
Niviventer fulvescens,4720378419245.32,Niviventer,Muridae,Rodentia,81.79,624.3996409,LC,Omnivore
Niviventer hinpoon,2929084652.65534,Niviventer,Muridae,Rodentia,87.21125,624.3996409,EN,Omnivore
Niviventer langbianis,632381326769.991,Niviventer,Muridae,Rodentia,69.8,624.3996409,LC,Omnivore
Niviventer lepturus,7576821095.34795,Niviventer,Muridae,Rodentia,84.8,624.3996409,LC,Omnivore
Niviventer niviventer,252993530551.065,Niviventer,Muridae,Rodentia,100,639.6318318,LC,Omnivore
Niviventer rapit,250763403288.943,Niviventer,Muridae,Rodentia,79.73,624.3996409,LC,Omnivore
Niviventer tenaster,266057264325.918,Niviventer,Muridae,Rodentia,103,639.6318318,LC,Omnivore
Noctilio albiventris,12855674662238,Noctilio,Noctilionidae,Chiroptera,31.46,1888.065371,LC,Insectivore
Noctilio leporinus,14625648175796.8,Noctilio,Noctilionidae,Chiroptera,29.93,1888.065371,LC,Insectivore
Nomascus gabriellae,94852818303.3979,Nomascus,Hylobatidae,Primates,8500,5475,EN,Herbivore
Nomascus leucogenys,26500980603.4895,Nomascus,Hylobatidae,Primates,7320,5475,CR,Herbivore
Nomascus siki,26549048419.323,Nomascus,Hylobatidae,Primates,5600,5475,EN,Herbivore
Notiomys edwardsii,267121195709.398,Notiomys,Cricetidae,Rodentia,21.3,589.3882991,LC,Insectivore
Notiosorex cockrumi,66204036264.1495,Notiosorex,Soricidae,Eulipotyphla,5.035,426.9101194,LC,Insectivore
Notiosorex crawfordi,2165720111680.05,Notiosorex,Soricidae,Eulipotyphla,4.79,426.9101194,LC,Insectivore
Notiosorex evotis,89137182883.5384,Notiosorex,Soricidae,Eulipotyphla,5.28,426.9101194,LC,Insectivore
Notiosorex villai,6041069409.89843,Notiosorex,Soricidae,Eulipotyphla,5.035,426.9101194,VU,Insectivore
Notomys alexis,2927727840497.17,Notomys,Muridae,Rodentia,32.34,712.03415,LC,Herbivore
Notomys fuscus,105460257620.039,Notomys,Muridae,Rodentia,39.28,688.06545,VU,Herbivore
Notomys mitchellii,646728270437.575,Notomys,Muridae,Rodentia,42.8,664.09675,LC,Herbivore
Notopteris macdonaldi,19271238446.0765,Notopteris,Pteropodidae,Chiroptera,68.17,1553.790873,VU,Herbivore
Notopteris neocaledonica,10800533905.8173,Notopteris,Pteropodidae,Chiroptera,68.17,1553.790873,VU,Herbivore
Notoryctes caurinus,451197152125.074,Notoryctes,Notoryctidae,Notoryctemorphia,40,998.6765636,LC,Omnivore
Nyctalus aviator,695997663644.04,Nyctalus,Vespertilionidae,Chiroptera,28.97666667,1677.175,NT,Insectivore
Nyctalus furvus,14423398534.4946,Nyctalus,Vespertilionidae,Chiroptera,28.97666667,1677.175,VU,Insectivore
Nyctalus leisleri,5171402538041.84,Nyctalus,Vespertilionidae,Chiroptera,12.47,1677.175,LC,Insectivore
Nyctalus montanus,210275728143.038,Nyctalus,Vespertilionidae,Chiroptera,28.97666667,1677.175,LC,Insectivore
Nyctalus noctula,7210075744044.34,Nyctalus,Vespertilionidae,Chiroptera,28.48,1529.35,LC,Carnivore
Nyctalus plancyi,1916955265166.21,Nyctalus,Vespertilionidae,Chiroptera,28.97666667,1677.175,LC,Insectivore
Nyctereutes procyonoides,6241893322380.3,Nyctereutes,Canidae,Carnivora,4214.99,2091.936667,LC,Omnivore
Nycteris arge,3980019712521.41,Nycteris,Nycteridae,Chiroptera,10.79,1825,LC,Insectivore
Nycteris aurita,1789430240228.4,Nycteris,Nycteridae,Chiroptera,13.07636364,1825,LC,Insectivore
Nycteris gambiensis,1860729114367.75,Nycteris,Nycteridae,Chiroptera,7.13,1825,LC,Insectivore
Nycteris grandis,4404362030178.75,Nycteris,Nycteridae,Chiroptera,29.8,1825,LC,Carnivore
Nycteris hispida,11506141156183.1,Nycteris,Nycteridae,Chiroptera,7.98,1825,LC,Insectivore
Nycteris intermedia,2619651292735.32,Nycteris,Nycteridae,Chiroptera,13.07636364,1825,LC,Insectivore
Nycteris javanica,135481034235.326,Nycteris,Nycteridae,Chiroptera,17.78,1825,VU,Insectivore
Nycteris macrotis,12089657364369.6,Nycteris,Nycteridae,Chiroptera,14.49,1825,LC,Insectivore
Nycteris madagascariensis,50462660335.9587,Nycteris,Nycteridae,Chiroptera,17.69,1825,DD,Insectivore
Nycteris major,2096958785737.79,Nycteris,Nycteridae,Chiroptera,13.07636364,1825,DD,Insectivore
Nycteris nana,2938128294618.54,Nycteris,Nycteridae,Chiroptera,6.98,1825,LC,Insectivore
Nycteris parisii,127127790049.401,Nycteris,Nycteridae,Chiroptera,13.07636364,1825,DD,Insectivore
Nycteris thebaica,14392650392482.7,Nycteris,Nycteridae,Chiroptera,9.2,1825,LC,Insectivore
Nycteris tragata,1394635243648.66,Nycteris,Nycteridae,Chiroptera,14.4,1825,NT,Insectivore
Nycteris vinsoni,291640204.786048,Nycteris,Nycteridae,Chiroptera,13.07636364,1825,DD,Insectivore
Nycteris woodi,620419003772.945,Nycteris,Nycteridae,Chiroptera,7.6,1825,LC,Insectivore
Nycticebus bengalensis,2048341599647.01,Nycticebus,Lorisidae,Primates,1137.36,2555,VU,Herbivore
Nycticebus coucang,630919625737.838,Nycticebus,Lorisidae,Primates,924.55,2555,VU,Omnivore
Nycticebus javanicus,64634343127.1518,Nycticebus,Lorisidae,Primates,626,2555,CR,Omnivore
Nycticebus menagensis,749207299192.379,Nycticebus,Lorisidae,Primates,282,2555,VU,Omnivore
Nycticebus pygmaeus,462593396883.766,Nycticebus,Lorisidae,Primates,342.32,2920,VU,Omnivore
Nycticeinops schlieffeni,5499879494180.38,Nycticeinops,Vespertilionidae,Chiroptera,5.05,2055.239876,LC,Insectivore
Nycticeius cubanus,48352478117.7052,Nycticeius,Vespertilionidae,Chiroptera,9.12,2055.239876,NT,Insectivore
Nycticeius humeralis,2883260060918.31,Nycticeius,Vespertilionidae,Chiroptera,9.12,2055.239876,LC,Insectivore
Nyctiellus lepidus,110184099010.717,Nyctiellus,Natalidae,Chiroptera,5.516,2070.531028,LC,Insectivore
Nyctimene aello,621332739512.52,Nyctimene,Pteropodidae,Chiroptera,85.26,1553.790873,LC,Herbivore
Nyctimene albiventer,748029694322.921,Nyctimene,Pteropodidae,Chiroptera,29.95,1553.790873,LC,Herbivore
Nyctimene cephalotes,210869625813.136,Nyctimene,Pteropodidae,Chiroptera,44.92,1553.790873,LC,Herbivore
Nyctimene certans,212379566887.781,Nyctimene,Pteropodidae,Chiroptera,43.24,1553.790873,LC,Herbivore
Nyctimene cyclotis,4143079692.86115,Nyctimene,Pteropodidae,Chiroptera,48.83,1553.790873,DD,Herbivore
Nyctimene draconilla,17384648801.8724,Nyctimene,Pteropodidae,Chiroptera,30.15,1553.790873,DD,Herbivore
Nyctimene keasti,47545664543.609,Nyctimene,Pteropodidae,Chiroptera,56.67,1553.790873,VU,Herbivore
Nyctimene major,70315077333.2567,Nyctimene,Pteropodidae,Chiroptera,107.06,2349.856741,LC,Herbivore
Nyctimene malaitensis,7178487041.18197,Nyctimene,Pteropodidae,Chiroptera,78.39,1553.790873,LC,Herbivore
Nyctimene masalai,7019825438.61298,Nyctimene,Pteropodidae,Chiroptera,53.2,1553.790873,DD,Herbivore
Nyctimene minutus,25954601860.8731,Nyctimene,Pteropodidae,Chiroptera,56.67,1553.790873,VU,Herbivore
Nyctimene rabori,19216053721.9689,Nyctimene,Pteropodidae,Chiroptera,68.25,1553.790873,EN,Herbivore
Nyctimene robinsoni,351781040227.222,Nyctimene,Pteropodidae,Chiroptera,48.83,1553.790873,LC,Herbivore
Nyctimene sanctacrucis,501375717.298486,Nyctimene,Pteropodidae,Chiroptera,56.67,1553.790873,DD,Herbivore
Nyctimene vizcaccia,70176730301.5939,Nyctimene,Pteropodidae,Chiroptera,41.96,1553.790873,LC,Herbivore
Nyctinomops aurispinosus,2631897370586.66,Nyctinomops,Molossidae,Chiroptera,18.43,1427.913317,LC,Insectivore
Nyctinomops femorosaccus,1251911460026.17,Nyctinomops,Molossidae,Chiroptera,15.04,1427.913317,LC,Insectivore
Nyctinomops laticaudatus,13101230903859.1,Nyctinomops,Molossidae,Chiroptera,13.12,1427.913317,LC,Insectivore
Nyctinomops macrotis,15743813370419,Nyctinomops,Molossidae,Chiroptera,16.38,1427.913317,LC,Insectivore
Nyctomys sumichrasti,673131859410.719,Nyctomys,Cricetidae,Rodentia,59.99,589.3882991,LC,Herbivore
Nyctophilus arnhemensis,704005751063.834,Nyctophilus,Vespertilionidae,Chiroptera,6.83,2055.239876,LC,Insectivore
Nyctophilus bifax,1170332308714.99,Nyctophilus,Vespertilionidae,Chiroptera,9.89,2055.239876,LC,Insectivore
Nyctophilus geoffroyi,7272506249343.51,Nyctophilus,Vespertilionidae,Chiroptera,8.465,2055.239876,LC,Insectivore
Nyctophilus gouldi,959247791803.53,Nyctophilus,Vespertilionidae,Chiroptera,11.32,2051.666208,LC,Insectivore
Nyctophilus heran,1252684545.55977,Nyctophilus,Vespertilionidae,Chiroptera,8.465,2055.239876,DD,Insectivore
Nyctophilus microdon,2020801391.02508,Nyctophilus,Vespertilionidae,Chiroptera,8.465,2055.239876,DD,Insectivore
Nyctophilus microtis,166520159149.007,Nyctophilus,Vespertilionidae,Chiroptera,7.29,2055.239876,LC,Insectivore
Nyctophilus nebulosus,243998.334940571,Nyctophilus,Vespertilionidae,Chiroptera,8.465,2055.239876,CR,Insectivore
Nyctophilus sherrini,48863225516.1942,Nyctophilus,Vespertilionidae,Chiroptera,8.465,2055.239876,DD,Insectivore
Nyctophilus walkeri,397742811440.691,Nyctophilus,Vespertilionidae,Chiroptera,4.44,2055.239876,LC,Insectivore
Ochotona alpina,575027311115.66,Ochotona,Ochotonidae,Lagomorpha,150,623.0089,LC,Herbivore
Ochotona argentata,95492883.9072919,Ochotona,Ochotonidae,Lagomorpha,140.5955,751.47417,EN,Herbivore
Ochotona cansus,700176488216.723,Ochotona,Ochotonidae,Lagomorpha,68.75,854.6685,LC,Herbivore
Ochotona collaris,846253851016.633,Ochotona,Ochotonidae,Lagomorpha,129,894.25,LC,Herbivore
Ochotona curzoniae,2222007287058.78,Ochotona,Ochotonidae,Lagomorpha,159.47,751.47417,LC,Herbivore
Ochotona dauurica,2054524222216.98,Ochotona,Ochotonidae,Lagomorpha,131.01,751.47417,LC,Herbivore
Ochotona erythrotis,543314782233.482,Ochotona,Ochotonidae,Lagomorpha,181,751.47417,LC,Herbivore
Ochotona forresti,38532780306.2603,Ochotona,Ochotonidae,Lagomorpha,125,751.47417,LC,Herbivore
Ochotona gloveri,417996814650.212,Ochotona,Ochotonidae,Lagomorpha,181,751.47417,LC,Herbivore
Ochotona hoffmanni,1241700265.68781,Ochotona,Ochotonidae,Lagomorpha,157.3771923,751.47417,EN,Herbivore
Ochotona hyperborea,8990050469956.55,Ochotona,Ochotonidae,Lagomorpha,120,751.47417,LC,Herbivore
Ochotona koslowi,4849151620.67452,Ochotona,Ochotonidae,Lagomorpha,188.6965,751.47417,EN,Herbivore
Ochotona ladacensis,786588389389.436,Ochotona,Ochotonidae,Lagomorpha,131.475,751.47417,LC,Herbivore
Ochotona macrotis,2931190699123.68,Ochotona,Ochotonidae,Lagomorpha,204.75,751.47417,LC,Herbivore
Ochotona nubrica,491704996336.51,Ochotona,Ochotonidae,Lagomorpha,235,751.47417,LC,Herbivore
Ochotona princeps,894661410929.734,Ochotona,Ochotonidae,Lagomorpha,157.63,1045.7507,LC,Herbivore
Ochotona pusilla,1530161496978.74,Ochotona,Ochotonidae,Lagomorpha,142.5,479.56125,LC,Herbivore
Ochotona roylei,493849813945.302,Ochotona,Ochotonidae,Lagomorpha,260,751.47417,LC,Herbivore
Ochotona rufescens,946120658205.493,Ochotona,Ochotonidae,Lagomorpha,250,751.47417,LC,Herbivore
Ochotona rutila,206938680872.294,Ochotona,Ochotonidae,Lagomorpha,250,751.47417,LC,Herbivore
Ochotona thibetana,729354294641.118,Ochotona,Ochotonidae,Lagomorpha,83.1,854.6685,LC,Herbivore
Ochotona thomasi,328463409518.416,Ochotona,Ochotonidae,Lagomorpha,97.5,854.6685,LC,Herbivore
Ochotona turuchanensis,1642743892901.38,Ochotona,Ochotonidae,Lagomorpha,120,751.47417,LC,Herbivore
Ochrotomys nuttalli,1444556939656.33,Ochrotomys,Cricetidae,Rodentia,22.81,589.3882991,LC,Herbivore
Octodon bridgesi,120968713193.593,Octodon,Octodontidae,Rodentia,162.25,1310.04695,VU,Herbivore
Octodon degus,63501347468.0068,Octodon,Octodontidae,Rodentia,203.27,1310.04695,LC,Herbivore
Octodon lunatus,25576987268.4904,Octodon,Octodontidae,Rodentia,200.55,1310.04695,NT,Herbivore
Octodon pacificus,53040507.2148221,Octodon,Octodontidae,Rodentia,180.46,1310.04695,CR,Herbivore
Octodontomys gliroides,487312914511.575,Octodon,Octodontidae,Rodentia,155.77,1310.04695,LC,Herbivore
Octomys mimax,118944764420.359,Octomys,Octodontidae,Rodentia,124.43,1310.04695,LC,Herbivore
Oecomys auyantepui,1088892354711.5,Oecomys,Cricetidae,Rodentia,46.25861204,589.3882991,LC,Omnivore
Oecomys bicolor,8594483011774.92,Oecomys,Cricetidae,Rodentia,40.74,589.3882991,LC,Omnivore
Oecomys catherinae,3493013377391.64,Oecomys,Cricetidae,Rodentia,46.25861204,589.3882991,LC,Omnivore
Oecomys cleberi,6482895364.41601,Oecomys,Cricetidae,Rodentia,73.4,589.3882991,DD,Omnivore
